Title,Link,Article
LSU vs. Georgia: The governors are wagering seafood and a gift basket of ... something,https://www.cnn.com/2019/12/07/us/georgia-lsu-football-sec-championship-governors-bet-trnd/index.html," (CNN)Louisiana Gov. John Bel Edwards is feeling good. He just won re-election, and now he's making a splashy bet on Saturday's LSU-Georgia game for the SEC Championship.Well, he's betting seafood. And he sounds pretty confident.Edwards has made a friendly bet with his counterpart in Georgia over Saturday afternoon's game, which pits 12-0 LSU against 11-1 Georgia for the Southeastern Conference football title in Atlanta.The stakes were already high. LSU sits second and Georgia fourth in the College Football Playoff rankings. Georgia very much could use a win to get into the four-team college football championship playoff.Edwards challenged Georgia Gov. Brian Kemp to the bet on Friday. He'll give Kemp some grub from Baton Rouge's Tony's Seafood if LSU loses.Not that he thinks he'll need to pay up.""I'm not worried about having to cover this bet because I firmly believe Joe Burrow and the LSU Tigers, coached by Louisiana's own Ed Orgeron, are going to be hoisting the SEC championship trophy on Saturday,"" Edwards said on video posted to Facebook and Twitter.Kemp responded, saying he'll wager a gift basket of Georgia produce on Georgia's victory. One might think peaches will be involved, but Kemp didn't give specifics.""We've got a Georgia Grown gift basket that we're putting up for the Georgia side,"" Kemp said in a video on Twitter Friday.""However, the Dawgs are going to win, so we look forward to keeping that right home with us and sharing it with our Georgia friends. Let's go Dawgs, so we can beat the Tigers on Saturday."""
The Clarence Thomas myth that refuses to die,https://www.cnn.com/2019/12/07/us/clarence-thomas-white-conservatives-blake/index.html," (CNN)It's the horror movie villain that won't die, the pop song you can't get out of your head, the out-of-town guest that just won't leave.It's a belief that's stuck like a tick in the collective memory of some white conservatives. It's the notion that black people despise Clarence Thomas because he's a conservative.It's not only a myth but a con. Here's why it matters now.We are about to hear a lot about, and from, the only black member of the US Supreme Court. A new Thomas biography, ""The Enigma of Clarence Thomas,"" is generating buzz. A new PBS documentary, ""Created Equal: Clarence Thomas in His Own Words,"" comes out next year. And a Washington Post writer recently dedicated an entire column to Thomas, calling him ""an American hero.""It's all adding up to another public reappraisal of arguably the most conservative member of the Supreme Court. He's someone more people would revere if they only knew him better, says columnist Kathleen Parker.Here's my question to people who say or imply black people revile Thomas because he's a conservative: If black people are so opposed to conservatives, why have so many accepted black conservatives such as Booker T. Washington, Colin Powell and Condoleezza Rice?If there is going to be a reevaluation of one of the most powerful black figures in the US, it's time we ground it in facts, not myths.Thomas isn't despised in the black community because he's a conservative. Many dislike him because they see him as a hypocrite and a traitor.Yet many white conservatives keep recycling the same selective stories about Thomas. These stories don't just distort black culture -- they carry an undercurrent of racism. He's not the only black leader who talks about self-relianceStart with the way conservatives celebrate Thomas' upbringing.They love to tell tales about his rugged self-reliance: growing up in a Georgia shack without plumbing; the stern grandfather who worked him from sunrise to sunset and once told him that ""Old Man Can't is dead. I helped bury him.""These are stories worth telling. Thomas deserves credit. Not enough people, frankly, give him credit for something else, his intellect. Some liberal critics flirt with racism in the way they describe Thomas as an intellectual lightweight.But the way some white conservatives tell the story of Thomas' rise from poverty also perpetuates racist stereotypes. They imply that Thomas and his hard working, no excuses grandfather are unusual characters in the black community. They depict Thomas as this lonely apostle of self-reliance, as if most black people prefer sitting on the couch drinking Kool-Aid while waiting for the government to send them a check.One journalist praised Thomas in 2017 for being the product of a ""caring, supervised, value-laden upbringing, compared with a more usual poor, fatherless black childhood"" marked by ""victimhood.""Even Thomas has reinforced this notion of pervasive black dependency. He gave a speech in the 1980s before a group of black conservatives where he said of his sister: ""She gets mad when the mailman is late with her welfare check. That`s how dependent she is. What`s worse is that now her kids feel entitled to the check too. They have no motivation for doing better or getting out of that situation.'' Here's some news:  Black people have been practicing self-reliance for centuries. We've had to, for survival. We know through bitter experience that white America's investment in racial equality is sporadic. Racial progress has always been followed by a ""whitelash.""Thomas' stern grandfather is a familiar figure in the black community. Plenty of black people can tell you stories of grandparents, pastors, teachers, and coaches who all preached the same message: Rely on yourself, because you can't rely on white people.It's almost impossible to find a revered black leader who didn't preach some form of this message.Even President Obama, the so-called ""radial socialist"" who wanted to ""redistribute the wealth,"" sounded many times like Thomas' grandfather.It was Obama who chided black parents for allegedly feeding their children ""cold Popeye's"" chicken for breakfast and black boys for wearing a ""eight-pound chain around your neck."" He once told a group of black college students, ""Nobody cares how tough your upbringing was. Nobody cares if you suffered some discrimination. And moreover, you have to remember that whatever you've gone through, it pales in comparison to the hardships previous generations endured."" Obama lectured black people so much about not using racism as a crutch that some commentators criticized him for it.But you rarely, if ever, hear white conservatives acknowledge this history. They're still stuck on the Ronald Reagan ""Welfare Queen"" narrative about black dependency. He cast an 'atrocious' vote against black AmericaThere's something else many white conservatives miss: The contradiction between Thomas' words and actions.Thomas has lectured blacks about not defining themselves as racial victims. He once criticized civil rights leaders who he said, ""B*tch, b*tch, b*tch, moan and moan and whine"" about the Reagan administration.But when his nomination to the Supreme Court was threatened by Anita Hill's allegations of sexual harassment, he played the race card by saying he was the victim of a ""high-tech lynching.""Thomas has lectured blacks about the evils of affirmative action. Yet he made it into Yale Law School because of an affirmative action program.  ""His entire career is a result of thrusts for diversity that he would deny in others,"" Lawrence Goldstone, author of ""On Account of Race: The Supreme Court, White Supremacy, and the Ravaging of African American Voting Rights,"" told me.""How many highly talented black or Hispanic kids are out there who could really make a difference if only the starting line was staggered to take into account how much baggage they're carrying.""Then there was Thomas' public confrontation in 1991 with Anita Hill, the black woman who accused of him of sexual harassment. Many black women, in particular, still believe that he lied when he denied sexually harassing Hill. Thomas vigorously denied that he did anything wrong. ""A large portion, if not the majority, of black women over time began to think that Clarence Thomas may have in fact lied and that he almost certainly did,"" says Ravi Perry, chair of the political science department at Howard University.But it's Thomas' voting record that has cemented the cynicism many blacks feel toward him.Critics say he has consistently voted against black people as well as other marginalized groups: women, LGBTQ people, religious minorities and death row inmates.He is the first Supreme Court justice to openly criticize the high court's landmark civil rights ruling, Brown v. Board of Education.And he joined a 2013 high court decision -- Shelby County v. Holder -- that eviscerated the Voting Rights Act, the crown jewel of the civil rights movement.His vote on Shelby contributed to ""the most unjustifiable and hurtful decision imposed on black America in the past half century,"" Randall Kennedy, an author and professor at Harvard Law School, wrote in a recent article on Thomas.""It is atrocious, right alongside such judicial delinquencies as Plessy v. Ferguson, Giles v. Harris, and Korematsu v. United States,"" Kennedy wrote. ""Yet here is Thomas providing a crucial vote to cripple legislation for which the proponents of racial justice marched, bled, and in some instances died.'' He has a bleak vision of integrationYou won't hear many white conservatives address these deeper questions that many black people have about Thomas. Why is that?I have a theory. It's part of what I call the Clarence Thomas con -- a way to divert people's attention away from the more unpleasant aspects of Thomas' legacy. It's far easier to mislead the public about the true nature of Thomas' isolation in the black community than to defend accusations that his judicial decisions harm black people and other marginalized groups. Or to deny charges that his opposition to affirmative action is ""at war with his own biography.""Focusing on Thomas' biography also takes away attention from his pessimistic views about integration and some white Americans.One of the reasons why The Rev. Martin Luther King Jr.'s ""I Have a Dream"" speech still captivates people is because he portrayed a future America where whites and blacks would ""be able to sit down at a table of brotherhood."" It's a beautiful vision of an integrated America for which countless people literally died. But I wonder if many people understand Thomas' bleak view of racial progress. He is a persistent critic of integration. He once said, ""The whole push to assimilate simply does not make sense to me.""  He's also skeptical about white America's ability to see past skin color.He once told a black reporter:  ""There is nothing you can do to get past black skin. I don't care how educated you are, how good you are at what you do -- you'll never have the same contacts or opportunities, you'll never be seen as equal to whites."" Thomas believes that ""white supremacy is ineradicable in America,"" says Corey Robin, author of ""The Enigma of Clarence Thomas,"" a new biography that has earned widespread praise. ""Thomas does not believe that politics in any sense of that term — electoral politics, social movements, state action and regulation, organizing, even more radical notions of transformative change — can positively affect black people; he thinks politics mostly hurts black people."" Thomas was even unimpressed when the US elected Obama, the first black president. He said that a black person could only become president if the ""elites"" and ""the media"" picked him or her.Thomas' skepticism about integration, though, is not rare in the black community. It's not uncommon to hear black people say in private that integration hurt them in some ways because their children were put into schools with white teachers who didn't believe in them, and their institutions were weakened. Thomas alluded to this belief while talking about one of his heroes, Malcolm X, in a 1987 interview. ""I don't see how the civil-rights people today can claim Malcolm X as one of their own. Where does he say black people should go begging the Labor Department for jobs? He was hell on integrationists. Where does he say you should sacrifice your institutions to be next to white people? He forgets his historyHere is where Thomas loses many black people.He laments what black people lost due to integration. He praises black individuals like his grandfather who were able to build their own businesses and live with dignity despite segregation. Individual excellence seems to be his solution for racism.""I am confident that the individual approach, not the group approach, is the better, more acceptable, more supportable and less dangerous"" approach to dealing with racism, Thomas once told a meeting of black lawyers.But here's the not-so-big secret of segregation that people like Thomas never mention: ""Separate but equal"" never gave blacks anything that was actually equal. They could never get the same economic resources or political power under the ""separate but equal"" world of Jim Crow.His grandfather might have lived a blameless life and become a millionaire. But he still could have been denied the right to vote, banned from entering white colleges or strung up by a lynch mob for something as absurd as ""reckless eyeballing"" during segregation.Individual black excellence was never enough. Black people had to mobilize as a group to demand political power before life got better.""You can't individually achieve your way out of racism. The remedy is collective,"" The New York Times columnist Charles Blow once wrote about Thomas.If other black leaders had adopted Thomas' belief that they could never get past their dark skin, or that the individual approach was better, there would have been no ""Brown vs. Board of Education,"" no ""I Have a Dream,"" and no Obama.There would have been no Thomas on the Supreme Court. He tells powerful white people what they want to hearThen there is another part of Thomas' persona that alienates some black people. White conservatives often portray him as a courageous truth-teller because he tells black people what they don't want to hear. Here's another truth they ignore: It doesn't take a lot of courage for a black person to tell powerful white people want they want to hear. In fact, they get plenty of rewards for doing so.I know this from a personal experience.I was a rookie reporter at a Southern newspaper when Thomas was nominated to the US Supreme Court in 1991. I was criticized by several black journalists after I wrote an essay defending Thomas. One famous black journalist called me a ""house n*****."" I said then what I believe now: There is no one way to be black any more than there is one way to be white. Respect Thomas' decision to be an independent thinker. After my essay was published, a new world opened before me. A conservative white editor at the paper took me out to lunch and invited me to become an editorial columnist even though I was barely out of college. Interview requests poured in. I was invited to speak on national television. People thought I was a black conservative.I've seen this pattern over and over: If you're a black journalist who wants to lecture black people about not whining about racism and playing the victim, your career will blossom. Conservative institutions it seems will always find a place for black-on-black critics.CNN legal contributor Jeffrey Toobin touched on this part of Thomas' courageous truth-teller persona in a New Yorker profile of the Supreme Court justice. Toobin recounted a memorable speech by Thomas at a conservative, black-tie affair led by then Vice-President Dick Cheney. Thomas told the crowd that although he had suffered for speaking out, ""Be not afraid.""Toobin caps the story by saying: ""On this night, in other words, Thomas, while celebrating the courage to speak unpopular truths, was telling some of the most powerful people in the worlds of government, business, and finance precisely what they wanted to hear—that affirmative action was bad, that black people didn't want or need their help, that government did more harm than good.""Thomas has employed his powerful position not to speak truth to power, but to tell power what it wants to hear, according to many black people. That's why Thomas has been called the ""anti-Thurgood Marshall,"" or the antithesis of the Supreme Court's first black justice. ""If you're a black person who rises to a high level in politics or law, many folks in the black community expect you to use that position to better the living conditions of people who look like you or at the very least speak truth to power,"" says Perry of Howard University.  ""Clarence Thomas has done neither.""But unlike Marshall, Thomas won't be widely celebrated in the black community. There likely won't be any movement to build schools, erect statues or name roads after him. His name was barely mentioned in the National Museum of African American History and Culture when it opened in 2016 (the museum said it couldn't tell ""every story"" of black America). Yet his stature will probably grow as the Supreme Court's new conservative majority asserts itself. We will continue to hear stories about Thomas' work ethic, his stern grandfather, the price he paid for telling black people to stand on their own.These stories, though, are decoys that lead people away from a richer discussion of Thomas' legacy -- his impressive rise from poverty, yes, but also his contradictions, his scorn for integration, his belief that ""There is nothing you can do to get past black skin."" Don't fall for the Clarence Thomas con."
Soccer legend Megan Rapinoe has been named Sports Illustrated's Sportsperson of the Year,https://www.cnn.com/2019/12/09/us/megan-rapinoe-sports-illustrated-trnd/index.html," (CNN)Social activist and soccer icon Megan Rapinoe has had one heck of a year. After leading the US Women's National Soccer team to a World Cup title in June, the legend scored yet another victory.Rapinoe has been named Sports Illustrated's 2019 Sportsperson of the Year. The midfielder, who captains the professional Seattle Reign FC, also won the Ballon d'Or award last week, given annually to the world's best soccer players. ""While we do not get to choose what we see or what happens around us, and sometimes to us and others, we do get to choose how we bear witness to it,"" Rapinoe captioned an Instagram post of the magazine cover. The 34-year-old graced the cover of Sports Illustrated, styled in a sheer turtleneck Valentino gown. Donning her famous purple hair and holding a sledgehammer, she's a force to be reckoned with. ""This year, Megan Rapinoe was a galvanizing force on a team that is now looked up to by any woman who doesn't want to be told she's come far enough, who's taking matters into her own hands,"" Sports Illustrated said on Twitter.Rapinoe is a fierce advocate for women's rights, and has been one of the leading soccer player's in the fight for equal pay. When the two- time World Cup champion isn't dominating the soccer field in the midst of chants of ""equal pay,"" she can be found challenging US President Donald Trump or suing the United States Soccer Federation for alleged gender discrimination."
Mother of Georgetown student becomes 53rd person charged in college admissions scam,https://www.cnn.com/2019/12/09/us/college-scam-georgetown-test/index.html," (CNN)A California woman paid over $9,000 to have a person affiliated with Rick Singer's college counseling business take online classes for her son so he could graduate Georgetown University, according to the Department of Justice.Karen Littlefair, 57, of Newport Beach will plead guilty to one count of conspiracy to commit wire fraud as part of a plea deal announced on Monday, according to court documents. Prosecutors agreed to recommend a sentence of four months in prison, one year of supervised release, a fine of $9,500 and an order to pay restitution.Ken Julian, Littlefair lawyer, told CNN ""My client has taken the earliest opportunity to take responsibility for her conduct.""Littlefair is the 53rd person to be charged in the sprawling college admissions scam first announced in March. Singer was the mastermind of a brazen scheme to cheat on standardized tests and bribe college coaches in order to help wealthy parents game the admissions system. He has pleaded guilty to several charges and has been cooperating with prosecutors.Littlefair paid Singer's college counseling business, known as ""The Key,"" to have an employee complete online classes in her son's name, the criminal information states. She ultimately paid Singer's company about $9,000 in exchange for an employee taking four classes, and Littlefair's son graduated from Georgetown in May 2018, prosecutors said.Singer wrote to Littlefair on June 1, 2017, that ""we have someone to take the classes"" and that he would ""let you know what it will take to complete so we can bill,"" the court documents state. She paid $6,197 to The Key on August 4, 2017, for two online classes offered by Georgetown, the documents state.One of the classes required video conferences with the professor. Littlefair wrote that her son would be out of the country and that Singer's employee ""should have a stand in for [my son] that is highly briefed."" The Key associate confirmed she would ""take care of the meeting"" if the son was unavailable by using a ""fellow male colleague"" to stand in for Littlefair's son, the documents state.Littlefair also sent an email asking Singer to do ""one more online course"" in spring 2018 for credit at Georgetown, and the Key associate then secretly took an online class in her son's name offered by Arizona State University. The credits were then sent to Georgetown and credited to Littlefair's son on his academic transcript, the court documents say, helping him graduate.In April 2018, Singer's company sent her an invoice for $3,000. She responded that she thought she'd be given a ""discount"" because the ""grade [Key associate 1 earned] was a C and the experience was a nightmare!"" according to the criminal information.Singer replied that he would not discount the invoice because the ""process was a nightmare for all."" Littlefair then paid The Key $3,000, the documents state.CNN's Evan Simko-Bednarski contributed to this report"
A plaque dedicated to Matthew Shepard installed at Washington National Cathedral,https://www.cnn.com/2019/12/04/us/matthew-shepard-plaque-dedicated-trnd/index.html," (CNN)Matthew Shepard died in 1998 after one of the most notorious and brutal anti-gay crimes in the US. Two decades later, he is being honored through a memorial plaque installed at the Washington National Cathedral. A memorial plaque for Shepard was installed Tuesday at the Episcopal cathedral, which is known for its historic inclusion of LGBTQ people in the church. His remains were interred there last year. The plaque notes his final resting place in the columbarium near the Chapel of St. Joseph of Arimathea. It also includes words from Bishop Gene Robinson's homily last year: ""Matt, rest gently in this place. You are home safe now.""""We've given much thought to Matt's final resting place, and we found the Washington National Cathedral is an ideal choice, as Matt loved the Episcopal church and felt welcomed by his church in Wyoming,"" his mother Judy Shepard said in a news release. ""For the past 20 years, we have shared Matt's story with the world. It's reassuring to know he now will rest in a sacred spot where folks can come to reflect on creating a safer, kinder world.""Shepard died when he was 21 from injuries after he was attacked and left in a field during a hate crime. His death sparked outrage and led to years of advocacy and action in the LGBTQ movement. In 2009, the Matthew Shepard and James Byrd Jr. Hate Crimes Prevention Act made it a crime to commit violent acts against people because of their religion, national origin, gender, sexual orientation, gender identity, or disability.On Monday, a day after what would have been Shepard's 43rd birthday, the Washington National Cathedral and the Matthew Shepard Foundation honored his legacy through a dedication ceremony. ""People around the world gave generously to make this memorial possible,"" his mother said in a news release. ""We're grateful for each gift that created this beautiful plaque that now marks Matt's final resting place. We hope this will be a place that forever offers solace and strength for all who visit.""Shepard's remains are held in the cathedral's West Crypt Columbarium but are not accessible to the public. Helen Keller's remains are also held in the same crypt. His plaque is mounted opposite Keller's own plaque.Over the past year, visitors have come to the chapel to honor Matthew Shepard by leaving notes, flowers, candles and other mementos that are preserved in the cathedral archives, a cathedral spokesperson said.""Finally, Matthew is home and he is safe,"" the Very Rev. Randolph ""Randy"" Marshall Hollerith said in a statement. ""Matthew's indelible legacy and the enduring strength and courage of his family and loved ones serve as a guiding force for all of us in how to confront bigotry by fostering greater love, acceptance and embrace of people of all backgrounds, gender identities and sexual orientations."""
Cruise line sexual assault reports for third quarter jump by 67 percent from 2018,https://www.cnn.com/2019/12/04/us/cruise-line-sexual-assault-reports/index.html," (CNN)Cruise lines sailing from US ports reported 35 alleged sexual assaults in the third quarter of this year, an increase of 67% from the same period a year ago, according to data compiled by the US Department of Transportation. Of the reports from July 1 to September 30, 27 were allegedly committed by passengers, five by crew members and three by other people, the chart says. Most of the incident reports were from the largest cruise line, Carnival, which had 20 alleged assaults -- 17 allegedly by passengers, one by a crew member and two by unspecified other people. Royal Caribbean had eight reports of sexual assault -- four by passengers, three by crew and one by an unspecified person. In all, 12 cruise lines submitted crime data through a federal law, the Cruise Vessel Security and Safety Act (CVSSA), which lays out security requirements for most ships embarking and disembarking in the US.In an emailed statement, Carnival said its passengers' safety and security were its top priority, and that it serves 6 million guests each year in a safe and secure environment.It also said its position on the list reflects the scope of its US operations, compared to other companies.""Nearly 90% of our capacity and operations are from US ports which are covered under the reporting requirements of the CVSSA,"" the statement from Carnival spokesman Vance Gulliksen reads. ""Many of our US competitors sail from Europe and other non-US ports so they are not mandated to submit CVSSA data as part of the reporting process. Royal Caribbean didn't immediately reply to CNN's request for comment.The DOT chart includes figures for other alleged crimes, missing US citizens and suspicious deaths. The department issues the summaries quarterly. While the numbers for the same time period were up 67%, the increase from the second quarter of 2019 to the third was 35%.An industry trade group, the Cruise Lines International Association, said the DOT report ""shows that allegations of serious crime onboard cruise ships remain extremely rare, especially compared to crimes that occur on land.""The group also asserted the CVSSA subjects the cruise industry to strict reporting standards that don't apply to other businesses in the travel and tourism sector.""Combined with the cruise industry's commitment to providing the best possible experiences to their passengers, these factors create a powerful incentive for cruise lines to both adopt and implement policies meant to protect those onboard,"" the trade group said.CNN's Alec Snyder and Jason Hanna contributed to this report."
A winning lottery ticket for $14.6 million just went unclaimed,https://www.cnn.com/2019/12/03/us/unclaimed-lottery-ticket-14-6-million-trnd/index.html," (CNN)Someone won a $14.6 million lottery jackpot in Arizona. That would be really exciting -- if they had claimed it.Tickets expire after 180 days. The winning ticket was sold June 5 in Goodyear, Arizona, meaning the lucky ticket holder had until December 2 at 5 p.m. to claim the prize.But that deadline came and went. No one showed up to claim his or her prize. It's the largest prize ever in Arizona to go unclaimed. ""To claim any prize of $600 or more, a winner needs to sign the back of their ticket and come to one of the Arizona Lottery's offices,"" Arizona Lottery public information officer John Gilliland told CNN on Tuesday. ""There is nothing more exciting for Arizona Lottery than to award a large jackpot, like this $14.6 million prize, so we are always a little sad when we see one of these prizes expire unclaimed,"" Gregg Edgar, executive director of the Arizona Lottery, said in a statement.It's not all that uncommon for a winning lottery ticket to go unclaimed, but the prize is usually much less than $14.6 million.There were $2.89 billion in unclaimed lottery prizes in the 12 months ending June 2017, lottery expert Brett Jacobson told CNN in 2018. And 167 prizes worth $1 million or more went unclaimed in fiscal 2017. The biggest-ever unclaimed prize was a $77 million winning ticket purchased in Georgia in June 2011.Up until Monday, the largest unclaimed prize in Arizona had been a $4 million jackpot back in 1999. In fiscal year 2019, Arizona Lottery saw more than $11.6 million go unclaimed, Gilliland said.Where that money goes is up to the state. In Arizona, about 30% goes to Court Appointed Special Advocates, a program where volunteers are appointed by a judge to speak on behalf of abused and neglected children in court. Up to $250,000 goes to a program that gives thousands of Native American high school students the opportunity to take college courses for both high school and college credit, and up to $835,000 goes to the Internet Crimes Against Children task force to locate, prosecute and imprison people who sexually exploit children.The rest of the unclaimed prize money is used to fund prizes for new games and second-chance drawings.""These dollars will be utilized now to enhance our player's experiences with future games and fund a variety of beneficiaries that have tremendous impact for our community,"" Edgar said. "
"Bye, heavy snow. Hello, freezing rain, slush and ice.",https://www.cnn.com/2019/12/03/us/severe-weather-tuesday-wxc/index.html," (CNN)Goodbye, heavy snow. Hello, freezing rain, slush and ice. The powerful winter storm that trekked across the country and ruined many travel plans is leaving New England.The storm is moving Tuesday toward the Atlantic Ocean, but its outer bands will dump a final round of snow and an icy wintry mix throughout the day, CNN meteorologist Rob Shackelford said. Parts of Massachusetts could see another 4 to 8 inches of snow Tuesday, the National Weather Service said.But snow isn't what residents should worry about, Shackelford said. ""Slush is the problem."" Now, drivers from New Jersey to Boston face treacherous travel conditions.Meantime on the other side of the country, a storm that's deluged Northern California will begin to head east. And the West Coast is likely to get hit later this week with another storm. Watch out for slippery roads in New EnglandIn a little over 24 hours, parts of New England saw snowfall rates ranging from 3 to a whopping 20 inches -- that number coming from Hampshire County, Massachusetts. The governors of New York and Massachusetts urged residents stay home if they could.New York Gov. Andrew Cuomo asked drivers to stay off the roads after a bus crash Monday evening left nearly 30 passengers injured.""For those who have to travel, take extreme caution on the roadways as our crews work 'round the clock to clear the snow and ice,"" Cuomo said. Massachusetts Gov. Charlie Baker warned drivers to build in extra time Tuesday if they're driving in the eastern part of the state or to consider taking public transportation.""Plan on slippery road conditions,"" the National Weather Service's Boston office said. ""If you must travel, keep an extra flashlight, food, and water in your vehicle in case of an emergency.""In Connecticut, authorities since Sunday responded to at least 270 accidents, including 21 with injuries, State Police Trooper First Class Christine Jeltema said. And New Jersey State Police said they had responded to about 428 crashes as of Monday evening.""If you don't have to go out, please stay home so road crews can treat the roads,"" New Jersey police said. The Massachusetts Department of Transportation also said anyone hitting the roads will just slow down the clean-up process.""Pavements wet to slush, snow-covered. #DontCrowdThePlow,"" the Massachusetts DOT tweeted. More rain and possible mudslides for the West CoastMeanwhile, a stubborn storm drenching parts of Northern California is heading east -- but it could be followed by another torrent of rain.Rain in Northern California can be especially dangerous in areas burnt by recent wildfires, as the lack of vegetation could lead to mudslides, CNN meteorologist Dave Hennen said. Forecasters say another storm could hit California on Friday and Saturday. This one could be larger, bringing more heavy rain and mountain snow. But here's the good news: That storm will bring much needed rain to Southern California, Hennen said, with Los Angeles expecting 1 to 2 inches of rain. CNN's Rob Frehse and Mirna Alsharif contributed to this report. "
A luxury developer hung a $4.8 million chandelier above a former homeless encampment in Vancouver,https://www.cnn.com/2019/12/03/us/vancouver-chandelier-4-8-million-trnd/index.html," (CNN)There's a $4.8-million piece of public art hanging underneath a Vancouver, Canada, bridge, and residents say it's distastefully positioned in an area formerly frequented by homeless people. The Spinning Chandelier, designed by artist Rodney Graham, is and does what its title suggests: The 14-by-21-foot faux-crystal chandelier swivels rapidly, rising and falling over the course of 24 hours.  It's certainly a spectacle, but some passersby weren't sold on it when asked by CNN news partner CBC. ""The price tag is way too high for what it is,"" retired artist Janice Rafael told CBC. Head of public art for the City of Vancouver, Eric Frederickson, said he is bracing for criticism lobbed at the piece, but it should increase tourism to the ""rough and functional space."" ""For the artist, I think he was thinking more abstractly about the sculpture and the light possibilities in the chandelier,"" he told CBC. ""I'm not sure how much the social implications are in there."" The city didn't fund the chandelier; that was up to luxury property developer Westbank. City officials required Westbank to create a public art piece as part of its deal to build Vancouver House, a new 59-story mixed-use building, CBC reported. The New York Times reported the project cost $575 million, so the chandelier is fittingly luxe. Homelessness in Vancouver on the riseBefore construction on the project began, the area was industrial, and the Granville bridge was known to shelter homeless people, CBC reported. Vancouver's homeless population reached more than 2,220 people this year, the highest it's been since the city's homeless count started in 2002. That amount is only a fraction of the the 60,000-plus people who are homeless in Los Angeles and even the 8,700 homeless people in Toronto, but it's concerning because the city doesn't know why these numbers have grown. Experts have pointed to shrinking affordable housing. Westbank refuted criticism and said arts funding doesn't need to come at the expense of social causes. ""There is a pervasive attitude in our city that we must choose between contributing to social infrastructure or making other contributions, whether artistic or cultural, that are seen as less functional,"" the developer said in a statement to CBC. ""Westbank does not view this as an 'either/or' situation.""  "
Chicago's former top cop Eddie Johnson says he is leaving the job with his 'integrity intact',https://www.cnn.com/2019/12/03/us/chicago-eddie-johnson-statement/index.html,"Chicago (CNN)Former Chicago Police Superintendent Eddie Johnson denies he intentionally lied to Mayor Lori Lightfoot after he was found sleeping behind the wheel in an incident that led to his firing.""I acknowledge that I made a poor decision and had a lapse of judgment on the night of October 16. That was a mistake and I know that,"" Johnson said in a statement Tuesday. ""However, I have no interest in fighting a battle for my reputation with those that want to question it now.""After officers found Johnson sleeping in his car in October, the former superintendent told reporters at the time he felt ill because he missed taking a medication and decided to park his car. He also told Lightfoot he ""had a couple of drinks with dinner."" Monday, Lightfoot announced she had fired Johnson because he lied to her and to the public about his actions. Lightfoot declined to say what specifically led her to oust Johnson but said she had reviewed materials of the ongoing investigation by the city's Office of Inspector General into Johnson's actions that showed that he ""engaged in a series of ethical lapses."" She called it ""intolerable.""""Had I known all the facts at the time, I would have relieved him of his duties as superintendent then and there,"" the mayor said in a statement.In his first public statement since his firing, Johnson said he was leaving the police department with his ""integrity intact.""""One thing I want everyone to know is this: I did not intentionally mislead or deceive the Mayor or the people of Chicago,"" he wrote. He did not comment further about the mayor's allegations or the incident in October.""I never sought this job but I accepted it because I believed I could make a difference. I have never claimed to be perfect, but I have always given my all for the CPD and the people of Chicago,"" he said.Johnson thanked Lightfoot and former Los Angeles Police Department Chief Charlie Beck, who was named interim chief. He had planned to take over as interim superintendent January 1, once Johnson retired, but had to begin his duties on Monday. CNN's Brad Parks reported from Chicago and Nicole Chavez reported from Atlanta. CNN's Roxanne Garcia contributed to this report."
Chicago's former top cop says he is leaving the job with his 'integrity intact',https://www.cnn.com/2019/12/03/us/chicago-eddie-johnson-statement/index.html,"Chicago (CNN)Former Chicago Police Superintendent Eddie Johnson denies he intentionally lied to Mayor Lori Lightfoot after he was found sleeping behind the wheel in an incident that led to his firing.""I acknowledge that I made a poor decision and had a lapse of judgment on the night of October 16. That was a mistake and I know that,"" Johnson said in a statement Tuesday. ""However, I have no interest in fighting a battle for my reputation with those that want to question it now.""After officers found Johnson sleeping in his car in October, the former superintendent told reporters at the time he felt ill because he missed taking a medication and decided to park his car. He also told Lightfoot he ""had a couple of drinks with dinner."" Monday, Lightfoot announced she had fired Johnson because he lied to her and to the public about his actions. Lightfoot declined to say what specifically led her to oust Johnson but said she had reviewed materials of the ongoing investigation by the city's Office of Inspector General into Johnson's actions that showed that he ""engaged in a series of ethical lapses."" She called it ""intolerable.""""Had I known all the facts at the time, I would have relieved him of his duties as superintendent then and there,"" the mayor said in a statement.In his first public statement since his firing, Johnson said he was leaving the police department with his ""integrity intact.""""One thing I want everyone to know is this: I did not intentionally mislead or deceive the Mayor or the people of Chicago,"" he wrote. He did not comment further about the mayor's allegations or the incident in October.""I never sought this job but I accepted it because I believed I could make a difference. I have never claimed to be perfect, but I have always given my all for the CPD and the people of Chicago,"" he said.Johnson thanked Lightfoot and former Los Angeles Police Department Chief Charlie Beck, who was named interim chief. He had planned to take over as interim superintendent January 1, once Johnson retired, but had to begin his duties on Monday. CNN's Brad Parks reported from Chicago and Nicole Chavez reported from Atlanta. CNN's Roxanne Garcia contributed to this report."
